ID,Year,Location,Question,Value,Sample_Size,Total,Age,Education,Gender,Income,Race/Ethnicity
9782,2018,Wisconsin,Percent of adults aged 18 years and older who have obesity,40.3,141.0,,,,,,Hispanic
9783,2018,Alaska,Percent of adults aged 18 years and older who have obesity,30.7,165.0,,,Less than high school,,,
9784,2017,Tennessee,Percent of adults aged 18 years and older who have obesity,15.6,301.0,,18 - 24,,,,
9785,2018,Guam,Percent of adults aged 18 years and older who have obesity,20.6,323.0,,65 or older,,,,
9786,2014,Missouri,Percent of adults aged 18 years and older who have obesity,52.4,71.0,,,,,,American Indian/Alaska Native
9789,2018,Texas,Percent of adults aged 18 years and older who have obesity,32.7,1721.0,,,,,Data not reported,
9794,2018,Montana,Percent of adults aged 18 years and older who have obesity,31.7,627.0,,45 - 54,,,,
9800,2013,Vermont,Percent of adults aged 18 years and older who have obesity,27.6,1372.0,,,Some college or technical school,,,
9804,2018,Montana,Percent of adults aged 18 years and older who have obesity,28.9,452.0,,25 - 34,,,,
9807,2012,Rhode Island,Percent of adults aged 18 years and older who have obesity,30.6,721.0,,,,,"$15,000 - $24,999",
9816,2018,Colorado,Percent of adults aged 18 years and older who have obesity,26.8,1667.0,,55 - 64,,,,
9818,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,35.5,349.0,,,Less than high school,,,
9820,2018,Maryland,Percent of adults aged 18 years and older who have obesity,28.8,11319.0,,,,,,Non-Hispanic White
9821,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,37.7,80.0,,,,,,Hispanic
9825,2018,Iowa,Percent of adults aged 18 years and older who have obesity,36.8,2521.0,,,Some college or technical school,,,
9826,2018,Massachusetts,Percent of adults aged 18 years and older who have obesity,29.7,1230.0,,55 - 64,,,,
9827,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,36.6,66.0,,,,,,2 or more races
9829,2014,Vermont,Percent of adults aged 18 years and older who have obesity,21.3,709.0,,,,,Data not reported,
9830,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,21.7,545.0,,,,,Data not reported,
9831,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,,,,,,,,2 or more races
9835,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,28.1,2764.0,,,,Female,,
9836,2018,Illinois,Percent of adults aged 18 years and older who have obesity,29.8,561.0,,,,,"$35,000 - $49,999",
9838,2018,North Dakota,Percent of adults aged 18 years and older who have obesity,41.0,64.0,,,,,,Hispanic
9839,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,26.1,7675.0,,,,,,Non-Hispanic White
9842,2013,Maryland,Percent of adults aged 18 years and older who have obesity,31.1,1279.0,,,,,"$35,000 - $49,999",
9844,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,31.5,866.0,,,,,"$35,000 - $49,999",
9849,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,25.8,355.0,,18 - 24,,,,
9850,2018,Delaware,Percent of adults aged 18 years and older who have obesity,37.4,688.0,,,,,"$15,000 - $24,999",
9852,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,28.6,2327.0,,,Some college or technical school,,,
9854,2018,Arizona,Percent of adults aged 18 years and older who have obesity,33.0,736.0,,25 - 34,,,,
9855,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,36.2,795.0,,,,,"$50,000 - $74,999",
9857,2018,Utah,Percent of adults aged 18 years and older who have obesity,29.1,453.0,,,Less than high school,,,
9858,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,34.1,1492.0,,,College graduate,,,
9866,2018,Texas,Percent of adults aged 18 years and older who have obesity,40.2,840.0,,,,,"$25,000 - $34,999",
9872,2018,New York,Percent of adults aged 18 years and older who have obesity,27.0,10312.0,,65 or older,,,,
9876,2018,Connecticut,Percent of adults aged 18 years and older who have obesity,31.2,478.0,,,Less than high school,,,
9878,2018,Maine,Percent of adults aged 18 years and older who have obesity,31.5,4469.0,,,,Male,,
9879,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,40.3,940.0,,45 - 54,,,,
9889,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,32.3,701.0,,25 - 34,,,,
9893,2018,Montana,Percent of adults aged 18 years and older who have obesity,26.4,1381.0,,,High school graduate,,,
9896,2018,Ohio,Percent of adults aged 18 years and older who have obesity,36.7,4297.0,,,High school graduate,,,
9905,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,23.0,3786.0,,,,Female,,
9907,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,30.9,5754.0,Total,,,,,
9909,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,50.5,529.0,,,,,"Less than $15,000",
9916,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
9920,2018,Delaware,Percent of adults aged 18 years and older who have obesity,41.0,643.0,,,,,,Non-Hispanic Black
9922,2018,Delaware,Percent of adults aged 18 years and older who have obesity,34.2,1326.0,,,High school graduate,,,
9923,2018,Alaska,Percent of adults aged 18 years and older who have obesity,24.0,945.0,,,College graduate,,,
9926,2018,Indiana,Percent of adults aged 18 years and older who have obesity,37.1,967.0,,,,,"$50,000 - $74,999",
9928,2018,Illinois,Percent of adults aged 18 years and older who have obesity,31.8,4973.0,Total,,,,,
9929,2018,Minnesota,Percent of adults aged 18 years and older who have obesity,50.2,213.0,,,,,,American Indian/Alaska Native
9930,2018,Florida,Percent of adults aged 18 years and older who have obesity,30.2,7407.0,,,,Female,,
9931,2018,Kansas,Percent of adults aged 18 years and older who have obesity,33.8,8548.0,,,,,,Non-Hispanic White
9933,2018,Kentucky,Percent of adults aged 18 years and older who have obesity,42.1,756.0,,,,,"$25,000 - $34,999",
9937,2014,District of Columbia,Percent of adults aged 18 years and older who have obesity,34.1,313.0,,,,,"Less than $15,000",
9938,2018,Washington,Percent of adults aged 18 years and older who have obesity,26.9,4658.0,,65 or older,,,,
9944,2013,Louisiana,Percent of adults aged 18 years and older who have obesity,28.7,561.0,,,,,"$50,000 - $74,999",
9945,2018,Michigan,Percent of adults aged 18 years and older who have obesity,32.4,7759.0,,,,,,Non-Hispanic White
9948,2018,Nevada,Percent of adults aged 18 years and older who have obesity,31.5,432.0,,,,,"$50,000 - $74,999",
9949,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,,,,"$50,000 - $74,999",
9950,2014,Delaware,Percent of adults aged 18 years and older who have obesity,34.6,492.0,,,,,"$35,000 - $49,999",
9952,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,45.8,816.0,,45 - 54,,,,
9953,2012,Minnesota,Percent of adults aged 18 years and older who have obesity,28.5,1572.0,,,,,"$15,000 - $24,999",
9956,2015,New Mexico,Percent of adults aged 18 years and older who have obesity,33.1,1935.0,,,,,,Hispanic
9957,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,19.4,159.0,,18 - 24,,,,
9960,2018,Vermont,Percent of adults aged 18 years and older who have obesity,26.7,460.0,,25 - 34,,,,
9969,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,36.9,995.0,,,Less than high school,,,
9972,2018,Kansas,Percent of adults aged 18 years and older who have obesity,40.7,1469.0,,45 - 54,,,,
9974,2018,Alaska,Percent of adults aged 18 years and older who have obesity,34.7,176.0,,,,,"Less than $15,000",
9976,2011,Arizona,Percent of adults aged 18 years and older who have obesity,26.5,654.0,,,,,"$25,000 - $34,999",
9978,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,38.5,2545.0,,,,Female,,
9979,2018,Iowa,Percent of adults aged 18 years and older who have obesity,39.8,112.0,,,,,,2 or more races
9995,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,40.0,551.0,,,,,"$50,000 - $74,999",
9997,2018,National,Percent of adults aged 18 years and older who have obesity,33.1,107339.0,,,High school graduate,,,
9998,2018,National,Percent of adults aged 18 years and older who have obesity,32.0,7856.0,,,,,,2 or more races
10001,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,25.8,824.0,,65 or older,,,,
10014,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,44.2,1219.0,,55 - 64,,,,
10015,2014,South Dakota,Percent of adults aged 18 years and older who have obesity,25.6,72.0,,,,,,Hispanic
10019,2018,Oregon,Percent of adults aged 18 years and older who have obesity,29.2,2617.0,,,,Male,,
10020,2018,Minnesota,Percent of adults aged 18 years and older who have obesity,27.5,7673.0,,,,Female,,
10025,2018,Wyoming,Percent of adults aged 18 years and older who have obesity,12.0,195.0,,18 - 24,,,,
10027,2018,Maryland,Percent of adults aged 18 years and older who have obesity,12.8,335.0,,,,,,Asian
10030,2018,Maryland,Percent of adults aged 18 years and older who have obesity,35.1,833.0,,,Less than high school,,,
10034,2014,Wisconsin,Percent of adults aged 18 years and older who have obesity,56.9,96.0,,,,,,American Indian/Alaska Native
10036,2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,34.1,1368.0,,,High school graduate,,,
10039,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,29.2,352.0,,,,,"$50,000 - $74,999",
10040,2018,National,Percent of adults aged 18 years and older who have obesity,34.5,46846.0,,35 - 44,,,,
10041,2012,District of Columbia,Percent of adults aged 18 years and older who have obesity,9.6,1602.0,,,,,,Non-Hispanic White
10043,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,20.6,479.0,,18 - 24,,,,
10049,2018,Missouri,Percent of adults aged 18 years and older who have obesity,33.1,4880.0,,,,,,Non-Hispanic White
10051,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,38.2,1188.0,,,Some college or technical school,,,
10053,2018,Idaho,Percent of adults aged 18 years and older who have obesity,28.9,554.0,,,,,"$50,000 - $74,999",
10054,2015,Arkansas,Percent of adults aged 18 years and older who have obesity,31.7,880.0,,,,,Data not reported,
10056,2018,North Dakota,Percent of adults aged 18 years and older who have obesity,36.1,1652.0,,,Some college or technical school,,,
10057,2018,Utah,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
10058,2018,Ohio,Percent of adults aged 18 years and older who have obesity,38.2,1965.0,,,,,"$15,000 - $24,999",
10066,2018,Minnesota,Percent of adults aged 18 years and older who have obesity,24.3,6577.0,,,College graduate,,,
10067,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
10068,2018,Oregon,Percent of adults aged 18 years and older who have obesity,29.6,4466.0,,,,,,Non-Hispanic White
10079,2018,Alabama,Percent of adults aged 18 years and older who have obesity,34.6,2626.0,,,,Male,,
10080,2018,Illinois,Percent of adults aged 18 years and older who have obesity,32.5,1437.0,,65 or older,,,,
10081,2018,Michigan,Percent of adults aged 18 years and older who have obesity,31.4,4666.0,,,,Male,,
10085,2018,Missouri,Percent of adults aged 18 years and older who have obesity,39.2,1610.0,,,Some college or technical school,,,
10091,2018,New Hampshire,Percent of adults aged 18 years and older who have obesity,21.7,63.0,,,,,,Hispanic
10092,2018,Missouri,Percent of adults aged 18 years and older who have obesity,37.9,463.0,,,Less than high school,,,
10093,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,39.8,63.0,,,,,,American Indian/Alaska Native
10098,2018,Montana,Percent of adults aged 18 years and older who have obesity,41.4,535.0,,,,,,American Indian/Alaska Native
10101,2015,Hawaii,Percent of adults aged 18 years and older who have obesity,17.1,2822.0,,,College graduate,,,
10108,2018,Illinois,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
10112,2014,New Jersey,Percent of adults aged 18 years and older who have obesity,38.4,1414.0,,,,,,Non-Hispanic Black
10113,2018,Colorado,Percent of adults aged 18 years and older who have obesity,21.7,633.0,,,,,"$25,000 - $34,999",
10115,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,17.4,2468.0,,65 or older,,,,
10120,2018,Alabama,Percent of adults aged 18 years and older who have obesity,32.1,1353.0,,,,,"$75,000 or greater",
10135,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,33.6,1212.0,,,High school graduate,,,
10142,2018,Nevada,Percent of adults aged 18 years and older who have obesity,29.2,1538.0,,,,Female,,
10144,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,41.9,758.0,,45 - 54,,,,
10147,2018,Oregon,Percent of adults aged 18 years and older who have obesity,31.7,1728.0,,,Some college or technical school,,,
10152,2012,Connecticut,Percent of adults aged 18 years and older who have obesity,24.4,89.0,,,,,,Other
10155,2018,Guam,Percent of adults aged 18 years and older who have obesity,30.5,357.0,,,Some college or technical school,,,
10157,2018,Georgia,Percent of adults aged 18 years and older who have obesity,19.8,604.0,,18 - 24,,,,
10170,2018,California,Percent of adults aged 18 years and older who have obesity,18.1,4619.0,,,College graduate,,,
10171,2018,North Dakota,Percent of adults aged 18 years and older who have obesity,37.0,51.0,,,,,,2 or more races
10172,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,25 - 34,,,,
10174,2018,Wisconsin,Percent of adults aged 18 years and older who have obesity,33.1,2344.0,,,,Female,,
10183,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,32.6,170.0,,,,,"$50,000 - $74,999",
10191,2018,Wyoming,Percent of adults aged 18 years and older who have obesity,29.0,4175.0,Total,,,,,
10192,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,26.6,121.0,,,,,,Hispanic
10194,2018,Michigan,Percent of adults aged 18 years and older who have obesity,26.7,3702.0,,,College graduate,,,
10197,2018,Iowa,Percent of adults aged 18 years and older who have obesity,40.6,1151.0,,35 - 44,,,,
10198,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,37.8,1991.0,,,,,,Hispanic
10201,2018,Georgia,Percent of adults aged 18 years and older who have obesity,29.6,2640.0,,65 or older,,,,
10209,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,26.4,966.0,,,,,"$35,000 - $49,999",
10214,2015,Virginia,Percent of adults aged 18 years and older who have obesity,33.9,1445.0,,45 - 54,,,,
10215,2018,Maine,Percent of adults aged 18 years and older who have obesity,30.2,992.0,,,,,"$25,000 - $34,999",
10217,2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,29.3,688.0,,,,,Data not reported,
10218,2018,Alabama,Percent of adults aged 18 years and older who have obesity,35.1,556.0,,,,,"$25,000 - $34,999",
10220,2018,Minnesota,Percent of adults aged 18 years and older who have obesity,32.2,468.0,,,,,,Non-Hispanic Black
10221,2018,Montana,Percent of adults aged 18 years and older who have obesity,26.9,4804.0,Total,,,,,
10224,2018,Maryland,Percent of adults aged 18 years and older who have obesity,25.7,7493.0,,,College graduate,,,
10227,2018,North Carolina,Percent of adults aged 18 years and older who have obesity,35.3,600.0,,,,,"$50,000 - $74,999",
10228,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,25.5,1383.0,,,,Female,,
10229,2018,California,Percent of adults aged 18 years and older who have obesity,34.5,94.0,,,,,,American Indian/Alaska Native
10234,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
10238,2018,Oregon,Percent of adults aged 18 years and older who have obesity,24.5,2124.0,,,College graduate,,,
10240,2014,Nebraska,Percent of adults aged 18 years and older who have obesity,28.1,4879.0,,,,,"$75,000 or greater",
10244,2018,Idaho,Percent of adults aged 18 years and older who have obesity,29.0,1340.0,,65 or older,,,,
10245,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,35.7,3819.0,,,,,,Non-Hispanic White
10248,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,27.0,634.0,,25 - 34,,,,
10251,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,24.7,4081.0,Total,,,,,
10255,2018,Arizona,Percent of adults aged 18 years and older who have obesity,24.0,1818.0,,,,,"$75,000 or greater",
10256,2018,Ohio,Percent of adults aged 18 years and older who have obesity,34.0,11907.0,Total,,,,,
10262,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
10269,2018,Texas,Percent of adults aged 18 years and older who have obesity,22.7,161.0,,,,,,2 or more races
10273,2018,Vermont,Percent of adults aged 18 years and older who have obesity,27.7,2820.0,,,,Male,,
10276,2018,Vermont,Percent of adults aged 18 years and older who have obesity,31.6,724.0,,,,,"$15,000 - $24,999",
10277,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,36.4,806.0,,,,,"Less than $15,000",
10278,2018,North Dakota,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
10284,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
10285,2018,Alaska,Percent of adults aged 18 years and older who have obesity,34.2,379.0,,45 - 54,,,,
10286,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,33.8,1385.0,,55 - 64,,,,
10287,2018,Delaware,Percent of adults aged 18 years and older who have obesity,32.6,1370.0,,,,,"$75,000 or greater",
10288,2014,New Mexico,Percent of adults aged 18 years and older who have obesity,30.5,1549.0,,,,,"$15,000 - $24,999",
10292,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,40.4,833.0,,45 - 54,,,,
10296,2018,Utah,Percent of adults aged 18 years and older who have obesity,29.5,1778.0,,35 - 44,,,,
10298,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,16.4,2569.0,,,College graduate,,,
10299,2018,Alaska,Percent of adults aged 18 years and older who have obesity,27.2,833.0,,65 or older,,,,
10306,2018,Texas,Percent of adults aged 18 years and older who have obesity,37.7,1850.0,,55 - 64,,,,
10309,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,21.8,357.0,,25 - 34,,,,
10315,2018,Arizona,Percent of adults aged 18 years and older who have obesity,32.7,146.0,,,,,,Non-Hispanic Black
10318,2018,Nebraska,Percent of adults aged 18 years and older who have obesity,35.0,1031.0,,,,,"Less than $15,000",
10325,2011,Kentucky,Percent of adults aged 18 years and older who have obesity,25.1,3308.0,,65 or older,,,,
10326,2018,Maine,Percent of adults aged 18 years and older who have obesity,32.6,2692.0,,,Some college or technical school,,,
10328,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,19.1,3137.0,,,College graduate,,,
10336,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,40.3,62.0,,,,,,American Indian/Alaska Native
10340,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,34.4,4756.0,Total,,,,,
10342,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,33.0,828.0,,45 - 54,,,,
10350,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
10351,2018,Michigan,Percent of adults aged 18 years and older who have obesity,36.3,1169.0,,,,,"$35,000 - $49,999",
10353,2018,Minnesota,Percent of adults aged 18 years and older who have obesity,33.4,568.0,,,Less than high school,,,
10355,2018,Washington,Percent of adults aged 18 years and older who have obesity,32.2,1445.0,,,,,"$35,000 - $49,999",
10356,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,29.6,1584.0,,,College graduate,,,
10363,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,43.5,103.0,,,,,,Non-Hispanic Black
10365,2018,Utah,Percent of adults aged 18 years and older who have obesity,15.3,105.0,,,,,,Asian
10367,2018,Idaho,Percent of adults aged 18 years and older who have obesity,28.3,261.0,,,,,"Less than $15,000",
10371,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,35 - 44,,,,
10381,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,36.0,1354.0,,,College graduate,,,
10383,2018,South Carolina,Percent of adults aged 18 years and older who have obesity,19.5,420.0,,18 - 24,,,,
10385,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,32.9,1245.0,,,Some college or technical school,,,
10391,2018,National,Percent of adults aged 18 years and older who have obesity,29.5,41186.0,,25 - 34,,,,
10394,2015,Maine,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
10395,2011,North Dakota,Percent of adults aged 18 years and older who have obesity,26.5,1633.0,,,College graduate,,,
10398,2018,Ohio,Percent of adults aged 18 years and older who have obesity,35.5,3263.0,,,Some college or technical school,,,
10399,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
10401,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,41.2,399.0,,35 - 44,,,,
10412,2018,Maryland,Percent of adults aged 18 years and older who have obesity,36.9,144.0,,,,,,Other
10414,2018,Michigan,Percent of adults aged 18 years and older who have obesity,32.6,81.0,,,,,,American Indian/Alaska Native
10416,2018,Maine,Percent of adults aged 18 years and older who have obesity,35.5,193.0,,,,,,2 or more races
10417,2018,Wisconsin,Percent of adults aged 18 years and older who have obesity,34.8,783.0,,,,,"$50,000 - $74,999",
10421,2018,Kansas,Percent of adults aged 18 years and older who have obesity,28.8,1270.0,,,,,Data not reported,
10422,2018,Wyoming,Percent of adults aged 18 years and older who have obesity,30.2,193.0,,,Less than high school,,,
10430,2013,Iowa,Percent of adults aged 18 years and older who have obesity,32.5,2160.0,,,Some college or technical school,,,
10432,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,10.9,64.0,,,,,,Asian
10437,2018,Delaware,Percent of adults aged 18 years and older who have obesity,33.6,2119.0,,,,Male,,
10442,2018,Kentucky,Percent of adults aged 18 years and older who have obesity,45.4,1344.0,,45 - 54,,,,
10447,2018,Puerto Rico,Percent of adults aged 18 years and older who have obesity,32.8,4595.0,,,,,,Hispanic
10448,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,34.2,317.0,,,,,,Non-Hispanic Black
10453,2018,Colorado,Percent of adults aged 18 years and older who have obesity,29.4,511.0,,,Less than high school,,,
10454,2018,Michigan,Percent of adults aged 18 years and older who have obesity,36.0,2962.0,,,Some college or technical school,,,
10455,2014,Alaska,Percent of adults aged 18 years and older who have obesity,36.0,488.0,,,,,"$35,000 - $49,999",
10470,2018,Louisiana,Percent of adults aged 18 years and older who have obesity,46.2,1136.0,,,,,,Non-Hispanic Black
10471,2018,Maryland,Percent of adults aged 18 years and older who have obesity,27.9,6662.0,,65 or older,,,,
10474,2018,Indiana,Percent of adults aged 18 years and older who have obesity,36.6,2337.0,,,High school graduate,,,
10476,2018,Maryland,Percent of adults aged 18 years and older who have obesity,36.9,2528.0,,45 - 54,,,,
10488,2018,Washington,Percent of adults aged 18 years and older who have obesity,33.2,2352.0,,55 - 64,,,,
10490,2014,Utah,Percent of adults aged 18 years and older who have obesity,27.0,4455.0,,,Some college or technical school,,,
10492,2018,Alabama,Percent of adults aged 18 years and older who have obesity,30.8,78.0,,,,,,Hispanic
10494,2018,Kansas,Percent of adults aged 18 years and older who have obesity,37.4,2962.0,,,Some college or technical school,,,
10498,2018,Missouri,Percent of adults aged 18 years and older who have obesity,35.1,512.0,,25 - 34,,,,
10504,2018,Guam,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
10505,2011,Washington,Percent of adults aged 18 years and older who have obesity,28.4,351.0,,,,,,2 or more races
10511,2018,Delaware,Percent of adults aged 18 years and older who have obesity,33.5,4629.0,Total,,,,,
10514,2011,Wyoming,Percent of adults aged 18 years and older who have obesity,26.6,2053.0,,,High school graduate,,,
10515,2018,Florida,Percent of adults aged 18 years and older who have obesity,16.6,762.0,,18 - 24,,,,
10516,2018,Ohio,Percent of adults aged 18 years and older who have obesity,26.0,1592.0,,,,,Data not reported,
10525,2018,Minnesota,Percent of adults aged 18 years and older who have obesity,28.0,5726.0,,,,,"$75,000 or greater",
10526,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,36.9,955.0,,,,,"$75,000 or greater",
10533,2018,Guam,Percent of adults aged 18 years and older who have obesity,29.0,691.0,,,,Male,,
10538,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,29.0,1579.0,,,College graduate,,,
10539,2013,Tennessee,Percent of adults aged 18 years and older who have obesity,,,,,,,,2 or more races
10552,2018,Montana,Percent of adults aged 18 years and older who have obesity,34.2,402.0,,,,,"Less than $15,000",
10553,2015,Arizona,Percent of adults aged 18 years and older who have obesity,32.1,1019.0,,45 - 54,,,,
10554,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,42.6,125.0,,,,,,2 or more races
10555,2018,Georgia,Percent of adults aged 18 years and older who have obesity,33.3,935.0,,,,,"$35,000 - $49,999",
10556,2018,California,Percent of adults aged 18 years and older who have obesity,30.6,1748.0,,45 - 54,,,,
10557,2018,Virgin Islands,Percent of adults aged 18 years and older who have obesity,,,,,High school graduate,,,
10558,2018,Kansas,Percent of adults aged 18 years and older who have obesity,37.3,2581.0,,,High school graduate,,,
10567,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,12.3,138.0,,,,,,Asian
10570,2018,Oregon,Percent of adults aged 18 years and older who have obesity,32.7,766.0,,,,,"$50,000 - $74,999",
10572,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,29.2,5282.0,,,,,,Non-Hispanic White
10578,2018,Virginia,Percent of adults aged 18 years and older who have obesity,30.4,4412.0,,,,Male,,
10579,2018,Maine,Percent of adults aged 18 years and older who have obesity,30.5,2275.0,,55 - 64,,,,
10581,2018,Alabama,Percent of adults aged 18 years and older who have obesity,43.7,1364.0,,55 - 64,,,,
10584,2018,Mississippi,Percent of adults aged 18 years and older who have obesity,38.5,552.0,,25 - 34,,,,
10587,2015,Nevada,Percent of adults aged 18 years and older who have obesity,29.6,246.0,,25 - 34,,,,
10589,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,26.0,69.0,,,,,,2 or more races
10591,2018,Colorado,Percent of adults aged 18 years and older who have obesity,22.0,971.0,,25 - 34,,,,
10592,2018,Hawaii,Percent of adults aged 18 years and older who have obesity,25.9,859.0,,25 - 34,,,,
10595,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,35.6,1334.0,,,Some college or technical school,,,
10598,2018,Massachusetts,Percent of adults aged 18 years and older who have obesity,26.8,295.0,,,,,,Non-Hispanic Black
10607,2018,District of Columbia,Percent of adults aged 18 years and older who have obesity,40.9,359.0,,,,,"Less than $15,000",
10608,2018,Idaho,Percent of adults aged 18 years and older who have obesity,28.4,3434.0,Total,,,,,
10609,2018,Pennsylvania,Percent of adults aged 18 years and older who have obesity,34.9,263.0,,,,,,Hispanic
10610,2017,North Carolina,Percent of adults aged 18 years and older who have obesity,30.3,1348.0,,65 or older,,,,
10612,2018,Tennessee,Percent of adults aged 18 years and older who have obesity,42.7,534.0,,,,,,Non-Hispanic Black
10613,2018,Alabama,Percent of adults aged 18 years and older who have obesity,39.2,1725.0,,,Some college or technical school,,,
10617,2012,North Dakota,Percent of adults aged 18 years and older who have obesity,29.1,4286.0,,,,,,Non-Hispanic White
10618,2018,Michigan,Percent of adults aged 18 years and older who have obesity,33.0,9589.0,Total,,,,,
10619,2018,Ohio,Percent of adults aged 18 years and older who have obesity,34.0,10426.0,,,,,,Non-Hispanic White
10621,2018,New Jersey,Percent of adults aged 18 years and older who have obesity,20.1,1270.0,,,College graduate,,,
10624,2018,West Virginia,Percent of adults aged 18 years and older who have obesity,41.1,636.0,,,,,"$35,000 - $49,999",
10625,2018,Florida,Percent of adults aged 18 years and older who have obesity,34.2,1752.0,,,,,"$50,000 - $74,999",
10628,2018,Oklahoma,Percent of adults aged 18 years and older who have obesity,40.8,661.0,,45 - 54,,,,
10631,2018,New Mexico,Percent of adults aged 18 years and older who have obesity,32.3,6269.0,Total,,,,,
10632,2018,Arizona,Percent of adults aged 18 years and older who have obesity,31.1,1852.0,,,High school graduate,,,
10633,2018,Arkansas,Percent of adults aged 18 years and older who have obesity,36.5,636.0,,,,,"$35,000 - $49,999",
10638,2018,South Dakota,Percent of adults aged 18 years and older who have obesity,31.8,2591.0,,65 or older,,,,
10643,2018,California,Percent of adults aged 18 years and older who have obesity,34.4,1404.0,,,Less than high school,,,
10645,2018,Virginia,Percent of adults aged 18 years and older who have obesity,30.7,766.0,,,,,"$25,000 - $34,999",
10647,2018,Rhode Island,Percent of adults aged 18 years and older who have obesity,22.5,2218.0,,,College graduate,,,
